Unnamed: 0,innode,outnode,etype,dataflow,id_x,line_out,id_y,line_in,graph_id
5565823,10,12.0,CFG,,19,6.0,18,6.0,67828
5565824,1,5.0,CFG,,28,8.0,26,8.0,67828
5565825,12,13.0,CFG,,21,6.0,19,6.0,67828
5565826,5,6.0,CFG,,29,8.0,28,8.0,67828
5565827,16,9.0,CFG,,22,7.0,25,8.0,67828
5565828,9,21.0,CFG,,23,7.0,22,7.0,67828
5598304,26,20.0,CFG,,5,1.0,50,,68117
5598305,31,8.0,CFG,,14,6.0,20,8.0,68117
5598306,16,0.0,CFG,,7,1.0,15,6.0,68117
5598307,19,29.0,CFG,,41,19.0,42,19.0,68117
5598308,13,19.0,CFG,,42,19.0,43,19.0,68117
5598309,22,1.0,CFG,,18,8.0,30,10.0,68117
5598310,28,31.0,CFG,,20,8.0,22,8.0,68117
5598311,32,30.0,CFG,,32,13.0,33,13.0,68117
5598312,33,18.0,CFG,,36,16.0,38,16.0,68117
5598313,24,3.0,CFG,,40,19.0,47,22.0,68117
5598314,34,13.0,CFG,,43,19.0,45,19.0,68117
5598315,25,16.0,CFG,,15,6.0,16,6.0,68117
5598316,23,33.0,CFG,,38,16.0,39,16.0,68117
5598317,21,2.0,CFG,,19,8.0,27,9.0,68117
5598318,18,5.0,CFG,,31,13.0,36,16.0,68117
5598319,15,7.0,CFG,,21,8.0,24,8.0,68117
5598320,14,15.0,CFG,,24,8.0,26,9.0,68117
5598321,30,1.0,CFG,,18,8.0,32,13.0,68117
5598322,29,4.0,CFG,,35,16.0,41,19.0,68117
5598323,12,24.0,CFG,,47,22.0,46,22.0,68117
5598324,10,22.0,CFG,,30,10.0,29,10.0,68117
5598325,17,10.0,CFG,,29,10.0,48,1.0,68117
5598326,17,12.0,CFG,,46,22.0,48,1.0,68117
5598327,8,25.0,CFG,,16,6.0,14,6.0,68117
5598328,5,32.0,CFG,,33,13.0,31,13.0,68117
5598329,4,6.0,CFG,,37,16.0,35,16.0,68117
5598330,3,27.0,CFG,,44,19.0,40,19.0,68117
5598331,1,21.0,CFG,,27,9.0,18,8.0,68117
5598332,2,11.0,CFG,,25,9.0,19,8.0,68117
5598333,27,34.0,CFG,,45,19.0,44,19.0,68117
5598334,6,23.0,CFG,,39,16.0,37,16.0,68117
5598335,7,9.0,CFG,,23,8.0,21,8.0,68117
5598336,11,14.0,CFG,,26,9.0,25,9.0,68117
5598337,9,28.0,CFG,,22,8.0,23,8.0,68117
5672454,0,1.0,CFG,,5,1.0,7,1.0,68943
5672455,2,0.0,CFG,,7,1.0,8,,68943
5824414,36,19.0,CFG,,5,1.0,75,,70392
5824415,33,10.0,CFG,,16,6.0,20,6.0,70392
5824416,53,26.0,CFG,,34,10.0,38,10.0,70392
5824417,53,38.0,CFG,,42,10.0,38,10.0,70392
5824418,28,5.0,CFG,,60,12.0,65,12.0,70392
5824419,48,47.0,CFG,,66,12.0,67,12.0,70392
5824420,52,0.0,CFG,,14,6.0,35,10.0,70392
5824421,32,1.0,CFG,,7,1.0,17,6.0,70392
5824422,44,2.0,CFG,,59,12.0,56,11.0,70392
5824423,49,2.0,CFG,,59,12.0,70,13.0,70392
5824424,31,14.0,CFG,,23,6.0,27,7.0,70392
5824425,27,53.0,CFG,,38,10.0,40,10.0,70392
5824426,50,52.0,CFG,,35,10.0,36,10.0,70392
5824427,29,4.0,CFG,,15,6.0,24,6.0,70392
5824428,41,40.0,CFG,,48,11.0,49,11.0,70392
5824429,45,0.0,CFG,,14,6.0,31,8.0,70392
5824430,47,28.0,CFG,,65,12.0,66,12.0,70392
5824431,39,34.0,CFG,,61,12.0,62,12.0,70392
5824432,46,39.0,CFG,,62,12.0,63,12.0,70392
5824433,30,42.0,CFG,,51,11.0,53,11.0,70392
5824434,40,8.0,CFG,,37,10.0,48,11.0,70392
5824435,42,25.0,CFG,,47,11.0,51,11.0,70392
5824436,42,37.0,CFG,,55,11.0,51,11.0,70392
5824437,51,8.0,CFG,,37,10.0,72,17.0,70392
5824438,34,7.0,CFG,,50,11.0,61,12.0,70392
5824439,43,7.0,CFG,,50,11.0,43,10.0,70392
5824440,16,51.0,CFG,,72,17.0,71,17.0,70392
5824441,15,49.0,CFG,,70,13.0,69,13.0,70392
5824442,17,45.0,CFG,,31,8.0,30,8.0,70392
5824443,35,17.0,CFG,,30,8.0,73,1.0,70392
5824444,35,15.0,CFG,,69,13.0,73,1.0,70392
5824445,35,16.0,CFG,,71,17.0,73,1.0,70392
5824446,0,4.0,CFG,,15,6.0,14,6.0,70392
5824447,0,3.0,CFG,,22,6.0,14,6.0,70392
5824448,4,13.0,CFG,,19,6.0,15,6.0,70392
5824449,3,11.0,CFG,,26,7.0,22,6.0,70392
5824450,26,50.0,CFG,,36,10.0,34,10.0,70392
5824451,8,12.0,CFG,,39,10.0,37,10.0,70392
5824452,22,27.0,CFG,,40,10.0,41,10.0,70392
5824453,12,22.0,CFG,,41,10.0,39,10.0,70392
5824454,10,18.0,CFG,,18,6.0,16,6.0,70392
5824455,13,21.0,CFG,,21,6.0,19,6.0,70392
5824456,11,23.0,CFG,,28,7.0,26,7.0,70392
5824457,14,24.0,CFG,,25,6.0,23,6.0,70392
5824458,23,31.0,CFG,,27,7.0,28,7.0,70392
5824459,24,29.0,CFG,,24,6.0,25,6.0,70392
5824460,18,32.0,CFG,,17,6.0,18,6.0,70392
5824461,21,33.0,CFG,,20,6.0,21,6.0,70392
5824462,9,20.0,CFG,,54,11.0,52,11.0,70392
5824463,38,43.0,CFG,,43,10.0,42,10.0,70392
5824464,25,41.0,CFG,,49,11.0,47,11.0,70392
5824465,7,9.0,CFG,,52,11.0,50,11.0,70392
5824466,20,30.0,CFG,,53,11.0,54,11.0,70392
5824467,37,44.0,CFG,,56,11.0,55,11.0,70392
5824468,5,46.0,CFG,,63,12.0,60,12.0,70392
5824469,6,48.0,CFG,,67,12.0,64,12.0,70392
5824470,2,6.0,CFG,,64,12.0,59,12.0,70392
5844393,6,4.0,CFG,,5,1.0,15,,70607
5844394,3,0.0,CFG,,7,1.0,12,17.0,70607
5844395,5,1.0,CFG,,10,17.0,13,1.0,70607
5844396,1,2.0,CFG,,11,17.0,10,17.0,70607
5844397,2,3.0,CFG,,12,17.0,11,17.0,70607
5953713,359,231.0,CFG,,5,1.0,483,,71581
5953714,210,0.0,CFG,,275,95.0,298,98.0,71581
5953715,371,159.0,CFG,,318,107.0,319,107.0,71581
5953716,406,354.0,CFG,,144,63.0,148,63.0,71581
5953717,406,360.0,CFG,,154,63.0,148,63.0,71581
5953718,300,153.0,CFG,,279,95.0,281,95.0,71581
5953719,206,257.0,CFG,,65,46.0,67,46.0,71581
5953720,130,94.0,CFG,,32,41.0,35,41.0,71581
5953721,278,239.0,CFG,,150,63.0,152,63.0,71581
5953722,227,225.0,CFG,,418,131.0,419,131.0,71581
5953723,234,196.0,CFG,,414,131.0,415,131.0,71581
5953724,215,89.0,CFG,,296,98.0,304,99.0,71581
5953725,416,74.0,CFG,,147,63.0,158,65.0,71581
5953726,333,340.0,CFG,,223,78.0,226,78.0,71581
5953727,414,346.0,CFG,,231,80.0,232,80.0,71581
5953728,172,32.0,CFG,,360,122.0,367,124.0,71581
5953729,188,351.0,CFG,,306,99.0,308,99.0,71581
5953730,413,144.0,CFG,,163,65.0,166,65.0,71581
5953731,387,277.0,CFG,,89,50.0,90,50.0,71581
5953732,302,155.0,CFG,,284,95.0,286,96.0,71581
5953733,169,95.0,CFG,,205,73.0,209,73.0,71581
5953734,221,74.0,CFG,,147,63.0,277,95.0,71581
5953735,221,270.0,CFG,,178,67.0,277,95.0,71581
5953736,221,269.0,CFG,,274,91.0,277,95.0,71581
5953737,385,350.0,CFG,,245,85.0,247,85.0,71581
5953738,287,289.0,CFG,,452,139.0,454,139.0,71581
5953739,79,111.0,CFG,,126,58.0,127,58.0,71581
5953740,326,267.0,CFG,,326,108.0,327,108.0,71581
5953741,364,88.0,CFG,,383,125.0,388,125.0,71581
5953742,303,265.0,CFG,,259,88.0,261,88.0,71581
5953743,372,160.0,CFG,,315,106.0,316,106.0,71581
5953744,182,258.0,CFG,,76,47.0,77,47.0,71581
5953745,382,356.0,CFG,,237,84.0,238,84.0,71581
5953746,379,148.0,CFG,,102,55.0,105,55.0,71581
5953747,111,51.0,CFG,,119,57.0,126,58.0,71581
5953748,398,110.0,CFG,,351,119.0,354,119.0,71581
5953749,204,29.0,CFG,,24,40.0,33,41.0,71581
5953750,228,41.0,CFG,,401,130.0,412,131.0,71581
5953751,282,413.0,CFG,,166,65.0,169,65.0,71581
5953752,295,28.0,CFG,,30,41.0,38,42.0,71581
5953753,399,358.0,CFG,,233,82.0,198,70.0,71581
5953754,356,67.0,CFG,,190,70.0,237,84.0,71581
5953755,179,109.0,CFG,,471,144.0,474,144.0,71581
5953756,388,373.0,CFG,,406,130.0,409,130.0,71581
5953757,176,248.0,CFG,,82,49.0,84,49.0,71581
5953758,368,169.0,CFG,,209,73.0,210,73.0,71581
5953759,408,366.0,CFG,,219,76.0,220,76.0,71581
5953760,254,44.0,CFG,,416,131.0,423,132.0,71581
5953761,378,122.0,CFG,,264,88.0,265,88.0,71581
5953762,415,45.0,CFG,,134,61.0,140,62.0,71581
5953763,149,165.0,CFG,,345,118.0,347,118.0,71581
5953764,344,292.0,CFG,,179,68.0,183,69.0,71581
5953765,135,120.0,CFG,,44,43.0,47,43.0,71581
5953766,337,37.0,CFG,,204,73.0,213,74.0,71581
5953767,296,172.0,CFG,,367,124.0,373,124.0,71581
5953768,226,336.0,CFG,,402,130.0,405,130.0,71581
5953769,157,103.0,CFG,,334,116.0,338,116.0,71581
5953770,299,47.0,CFG,,321,108.0,332,116.0,71581
5953771,202,80.0,CFG,,435,135.0,439,136.0,71581
5953772,181,274.0,CFG,,466,142.0,467,142.0,71581
5953773,308,60.0,CFG,,36,42.0,45,43.0,71581
5953774,396,407.0,CFG,,188,70.0,189,70.0,71581
5953775,288,206.0,CFG,,67,46.0,68,46.0,71581
5953776,341,167.0,CFG,,122,57.0,123,57.0,71581
5953777,208,131.0,CFG,,131,59.0,133,59.0,71581
5953778,345,296.0,CFG,,373,124.0,374,124.0,71581
5953779,185,263.0,CFG,,271,90.0,272,90.0,71581
5953780,281,325.0,CFG,,94,54.0,96,54.0,71581
5953781,276,329.0,CFG,,476,145.0,478,145.0,71581
5953782,384,376.0,CFG,,428,132.0,431,132.0,71581
5953783,286,268.0,CFG,,456,140.0,458,140.0,71581
5953784,160,89.0,CFG,,296,98.0,315,106.0,71581
5953785,367,37.0,CFG,,204,73.0,216,75.0,71581
5953786,367,205.0,CFG,,212,74.0,216,75.0,71581
5953787,283,335.0,CFG,,135,61.0,137,61.0,71581
5953788,407,256.0,CFG,,182,69.0,188,70.0,71581
5953789,298,42.0,CFG,,369,124.0,377,124.0,71581
5953790,192,202.0,CFG,,439,136.0,441,136.0,71581
5953791,293,252.0,CFG,,460,140.0,463,141.0,71581
5953792,411,237.0,CFG,,139,62.0,145,63.0,71581
5953793,400,52.0,CFG,,250,86.0,155,63.0,71581
5953794,400,97.0,CFG,,270,90.0,155,63.0,71581
5953795,365,59.0,CFG,,172,66.0,180,68.0,71581
5953796,199,299.0,CFG,,332,116.0,335,116.0,71581
5953797,304,55.0,CFG,,344,118.0,352,119.0,71581
5953798,207,334.0,CFG,,56,45.0,58,45.0,71581
5953799,409,15.0,CFG,,157,65.0,173,66.0,71581
5953800,196,197.0,CFG,,411,131.0,414,131.0,71581
5953801,307,166.0,CFG,,379,125.0,385,125.0,71581
5953802,163,303.0,CFG,,261,88.0,262,88.0,71581
5953803,257,71.0,CFG,,49,44.0,65,46.0,71581
5953804,257,10.0,CFG,,55,45.0,65,46.0,71581
5953805,397,369.0,CFG,,187,70.0,191,70.0,71581
5953806,397,357.0,CFG,,197,70.0,191,70.0,71581
5953807,263,4.0,CFG,,258,88.0,271,90.0,71581
5953808,346,301.0,CFG,,227,79.0,231,80.0,71581
5953809,322,246.0,CFG,,255,86.0,256,86.0,71581
5953810,189,304.0,CFG,,352,119.0,353,119.0,71581
5953811,198,126.0,CFG,,317,107.0,323,108.0,71581
5953812,309,43.0,CFG,,381,125.0,389,125.0,71581
5953813,150,161.0,CFG,,340,117.0,342,117.0,71581
5953814,224,338.0,CFG,,391,127.0,394,127.0,71581
5953815,274,5.0,CFG,,455,140.0,466,142.0,71581
5953816,203,9.0,CFG,,107,56.0,120,57.0,71581
5953817,319,137.0,CFG,,99,55.0,103,55.0,71581
5953818,268,57.0,CFG,,451,139.0,456,140.0,71581
5953819,297,139.0,CFG,,110,56.0,113,56.0,71581
5953820,380,125.0,CFG,,101,55.0,106,55.0,71581
5953821,361,219.0,CFG,,222,78.0,228,79.0,71581
5953822,389,158.0,CFG,,422,132.0,426,132.0,71581
5953823,410,230.0,CFG,,218,76.0,225,78.0,71581
5953824,284,31.0,CFG,,438,136.0,445,137.0,71581
5953825,209,8.0,CFG,,7,1.0,26,40.0,71581
5953826,229,91.0,CFG,,417,131.0,420,132.0,71581
5953827,261,184.0,CFG,,112,56.0,117,56.0,71581
5953828,191,85.0,CFG,,475,145.0,480,146.0,71581
5953829,320,101.0,CFG,,263,88.0,267,89.0,71581
5953830,64,164.0,CFG,,361,122.0,364,122.0,71581
5953831,412,361.0,CFG,,228,79.0,229,79.0,71581
5953832,289,35.0,CFG,,443,137.0,452,139.0,71581
5953833,343,241.0,CFG,,40,42.0,41,42.0,71581
5953834,386,235.0,CFG,,236,84.0,243,85.0,71581
5953835,140,281.0,CFG,,96,54.0,97,54.0,71581
5953836,352,87.0,CFG,,371,124.0,376,124.0,71581
5953837,225,93.0,CFG,,413,131.0,418,131.0,71581
5953838,280,243.0,CFG,,193,70.0,195,70.0,71581
5953839,328,250.0,CFG,,86,49.0,87,49.0,71581
5953840,170,201.0,CFG,,384,125.0,387,125.0,71581
5953841,366,311.0,CFG,,215,75.0,219,76.0,71581
5953842,392,112.0,CFG,,297,98.0,300,98.0,71581
5953843,395,411.0,CFG,,145,63.0,146,63.0,71581
5953844,213,48.0,CFG,,98,55.0,108,56.0,71581
5953845,259,415.0,CFG,,140,62.0,141,62.0,71581
5953846,118,207.0,CFG,,58,45.0,59,45.0,71581
5953847,348,67.0,CFG,,190,70.0,201,72.0,71581
5953848,139,213.0,CFG,,108,56.0,110,56.0,71581
5953849,332,104.0,CFG,,175,66.0,176,66.0,71581
5953850,349,117.0,CFG,,28,40.0,29,40.0,71581
5953851,405,316.0,CFG,,206,73.0,207,73.0,71581
5953852,306,47.0,CFG,,321,108.0,362,122.0,71581
5953853,306,76.0,CFG,,350,119.0,362,122.0,71581
5953854,306,75.0,CFG,,356,120.0,362,122.0,71581
5953855,402,344.0,CFG,,183,69.0,184,69.0,71581
5953856,312,18.0,CFG,,291,96.0,294,97.0,71581
5953857,166,19.0,CFG,,366,124.0,379,125.0,71581
5953858,161,22.0,CFG,,331,116.0,340,117.0,71581
5953859,262,381.0,CFG,,288,96.0,290,96.0,71581
5953860,151,286.0,CFG,,458,140.0,459,140.0,71581
5953861,174,76.0,CFG,,350,119.0,357,120.0,71581
5953862,350,331.0,CFG,,241,85.0,245,85.0,71581
5953863,258,11.0,CFG,,64,46.0,76,47.0,71581
5953864,223,1.0,CFG,,410,131.0,434,134.0,71581
5953865,260,51.0,CFG,,119,57.0,129,59.0,71581
5953866,260,13.0,CFG,,125,58.0,129,59.0,71581
5953867,168,156.0,CFG,,399,128.0,400,128.0,71581
5953868,279,394.0,CFG,,162,65.0,164,65.0,71581
5953869,403,348.0,CFG,,201,72.0,202,72.0,71581
5953870,391,90.0,CFG,,421,132.0,429,132.0,71581
5953871,317,235.0,CFG,,236,84.0,252,86.0,71581
5953872,317,100.0,CFG,,240,85.0,252,86.0,71581
5953873,290,323.0,CFG,,60,45.0,62,45.0,71581
5953874,339,307.0,CFG,,385,125.0,386,125.0,71581
5953875,186,162.0,CFG,,50,44.0,53,44.0,71581
5953876,137,23.0,CFG,,93,54.0,99,55.0,71581
5953877,265,52.0,CFG,,250,86.0,259,88.0,71581
5953878,353,385.0,CFG,,247,85.0,248,85.0,71581
5953879,190,98.0,CFG,,465,142.0,472,144.0,71581
5953880,165,62.0,CFG,,339,117.0,345,118.0,71581
5953881,383,200.0,CFG,,404,130.0,407,130.0,71581
5953882,248,96.0,CFG,,75,47.0,82,49.0,71581
5953883,390,158.0,CFG,,422,132.0,427,132.0,71581
5953884,285,151.0,CFG,,459,140.0,461,140.0,71581
5953885,310,36.0,CFG,,42,43.0,51,44.0,71581
5953886,342,337.0,CFG,,213,74.0,214,74.0,71581
5953887,370,254.0,CFG,,423,132.0,424,132.0,71581
5953888,393,275.0,CFG,,160,65.0,161,65.0,71581
5953889,159,123.0,CFG,,314,106.0,318,107.0,71581
5953890,211,40.0,CFG,,292,96.0,293,97.0,71581
5953891,401,230.0,CFG,,218,76.0,234,82.0,71581
5953892,401,273.0,CFG,,230,80.0,234,82.0,71581
5953893,175,152.0,CFG,,396,127.0,397,127.0,71581
5953894,291,102.0,CFG,,69,46.0,72,46.0,71581
5953895,275,416.0,CFG,,158,65.0,160,65.0,71581
5953896,171,193.0,CFG,,372,124.0,375,124.0,71581
5953897,173,174.0,CFG,,357,120.0,358,120.0,71581
5953898,218,83.0,CFG,,432,134.0,437,135.0,71581
5953899,323,118.0,CFG,,59,45.0,60,45.0,71581
5953900,394,393.0,CFG,,161,65.0,162,65.0,71581
5953901,381,53.0,CFG,,283,95.0,288,96.0,71581
5953902,404,365.0,CFG,,180,68.0,181,68.0,71581
5953903,277,24.0,CFG,,81,49.0,89,50.0,71581
5953904,272,96.0,CFG,,75,47.0,80,48.0,71581
5953905,347,238.0,CFG,,447,137.0,448,137.0,71581
5953906,177,283.0,CFG,,137,61.0,138,61.0,71581
5953907,102,288.0,CFG,,68,46.0,69,46.0,71581
5953908,316,233.0,CFG,,200,72.0,206,73.0,71581
5953909,108,191.0,CFG,,480,146.0,479,146.0,71581
5953910,114,134.0,CFG,,79,48.0,481,1.0,71581
5953911,114,108.0,CFG,,479,146.0,481,1.0,71581
5953912,29,46.0,CFG,,25,40.0,24,40.0,71581
5953913,28,39.0,CFG,,31,41.0,30,41.0,71581
5953914,60,84.0,CFG,,37,42.0,36,42.0,71581
5953915,36,50.0,CFG,,43,43.0,42,43.0,71581
5953916,11,14.0,CFG,,66,46.0,64,46.0,71581
5953917,24,38.0,CFG,,83,49.0,81,49.0,71581
5953918,242,387.0,CFG,,90,50.0,88,50.0,71581
5953919,85,128.0,CFG,,477,145.0,475,145.0,71581
5953920,46,81.0,CFG,,27,40.0,25,40.0,71581
5953921,81,349.0,CFG,,29,40.0,27,40.0,71581
5953922,117,209.0,CFG,,26,40.0,28,40.0,71581
5953923,39,130.0,CFG,,35,41.0,31,41.0,71581
5953924,94,220.0,CFG,,34,41.0,32,41.0,71581
5953925,220,204.0,CFG,,33,41.0,34,41.0,71581
5953926,84,143.0,CFG,,39,42.0,37,42.0,71581
5953927,143,343.0,CFG,,41,42.0,39,42.0,71581
5953928,241,295.0,CFG,,38,42.0,40,42.0,71581
5953929,50,135.0,CFG,,47,43.0,43,43.0,71581
5953930,120,222.0,CFG,,46,43.0,44,43.0,71581
5953931,222,308.0,CFG,,45,43.0,46,43.0,71581
5953932,71,186.0,CFG,,53,44.0,49,44.0,71581
5953933,162,313.0,CFG,,52,44.0,50,44.0,71581
5953934,133,236.0,CFG,,63,45.0,61,45.0,71581
5953935,10,12.0,CFG,,57,45.0,55,45.0,71581
5953936,12,133.0,CFG,,61,45.0,57,45.0,71581
5953937,334,71.0,CFG,,49,44.0,56,45.0,71581
5953938,236,290.0,CFG,,62,45.0,63,45.0,71581
5953939,313,310.0,CFG,,51,44.0,52,44.0,71581
5953940,14,115.0,CFG,,70,46.0,66,46.0,71581
5953941,115,127.0,CFG,,71,46.0,70,46.0,71581
5953942,127,216.0,CFG,,73,46.0,71,46.0,71581
5953943,124,217.0,CFG,,170,65.0,168,65.0,71581
5953944,119,124.0,CFG,,168,65.0,167,65.0,71581
5953945,216,291.0,CFG,,72,46.0,73,46.0,71581
5953946,96,182.0,CFG,,77,47.0,75,47.0,71581
5953947,376,391.0,CFG,,429,132.0,428,132.0,71581
5953948,61,177.0,CFG,,138,61.0,136,61.0,71581
5953949,21,26.0,CFG,,130,59.0,128,59.0,71581
5953950,148,240.0,CFG,,104,55.0,102,55.0,71581
5953951,321,297.0,CFG,,113,56.0,114,56.0,71581
5953952,239,406.0,CFG,,148,63.0,150,63.0,71581
5953953,40,255.0,CFG,,289,96.0,292,96.0,71581
5953954,240,319.0,CFG,,103,55.0,104,55.0,71581
5953955,30,140.0,CFG,,97,54.0,95,54.0,71581
5953956,53,180.0,CFG,,285,96.0,283,95.0,71581
5953957,41,56.0,CFG,,403,130.0,401,130.0,71581
5953958,80,194.0,CFG,,436,135.0,435,135.0,71581
5953959,377,384.0,CFG,,431,132.0,430,132.0,71581
5953960,56,374.0,CFG,,408,130.0,403,130.0,71581
5953961,184,321.0,CFG,,114,56.0,112,56.0,71581
5953962,45,61.0,CFG,,136,61.0,134,61.0,71581
5953963,23,30.0,CFG,,95,54.0,93,54.0,71581
5953964,374,388.0,CFG,,409,130.0,408,130.0,71581
5953965,99,380.0,CFG,,106,55.0,100,55.0,71581
5953966,212,221.0,CFG,,277,95.0,276,95.0,71581
5953967,44,229.0,CFG,,420,132.0,416,131.0,71581
5953968,89,392.0,CFG,,300,98.0,296,98.0,71581
5953969,329,271.0,CFG,,450,138.0,476,145.0,71581
5953970,329,264.0,CFG,,469,143.0,476,145.0,71581
5953971,329,54.0,CFG,,470,144.0,476,145.0,71581
5953972,145,347.0,CFG,,448,137.0,446,137.0,71581
5953973,250,176.0,CFG,,84,49.0,86,49.0,71581
5953974,251,261.0,CFG,,117,56.0,116,56.0,71581
5953975,167,203.0,CFG,,120,57.0,122,57.0,71581
5953976,200,226.0,CFG,,405,130.0,404,130.0,71581
5953977,63,142.0,CFG,,280,95.0,278,95.0,71581
5953978,74,92.0,CFG,,149,63.0,147,63.0,71581
5953979,335,21.0,CFG,,128,59.0,135,61.0,71581
5953980,238,77.0,CFG,,444,137.0,447,137.0,71581
5953981,336,25.0,CFG,,302,99.0,402,130.0,71581
5953982,336,2.0,CFG,,390,127.0,402,130.0,71581
5953983,1,377.0,CFG,,430,132.0,410,131.0,71581
5953984,112,314.0,CFG,,299,98.0,297,98.0,71581
5953985,16,69.0,CFG,,111,56.0,109,56.0,71581
5953986,9,16.0,CFG,,109,56.0,107,56.0,71581
5953987,325,242.0,CFG,,88,50.0,94,54.0,71581
5953988,325,54.0,CFG,,470,144.0,94,54.0,71581
5953989,132,251.0,CFG,,116,56.0,115,56.0,71581
5953990,93,234.0,CFG,,415,131.0,413,131.0,71581
5953991,48,99.0,CFG,,100,55.0,98,55.0,71581
5953992,249,300.0,CFG,,281,95.0,282,95.0,71581
5953993,131,260.0,CFG,,129,59.0,131,59.0,71581
5953994,141,328.0,CFG,,87,49.0,85,49.0,71581
5953995,92,178.0,CFG,,151,63.0,149,63.0,71581
5953996,58,208.0,CFG,,133,59.0,132,59.0,71581
5953997,178,330.0,CFG,,153,63.0,151,63.0,71581
5953998,153,212.0,CFG,,276,95.0,279,95.0,71581
5953999,0,312.0,CFG,,294,97.0,275,95.0,71581
5954000,51,105.0,CFG,,121,57.0,119,57.0,71581
5954001,105,341.0,CFG,,123,57.0,121,57.0,71581
5954002,330,278.0,CFG,,152,63.0,153,63.0,71581
5954003,18,211.0,CFG,,293,97.0,291,96.0,71581
5954004,195,223.0,CFG,,434,134.0,433,134.0,71581
5954005,197,228.0,CFG,,412,131.0,411,131.0,71581
5954006,354,395.0,CFG,,146,63.0,144,63.0,71581
5954007,155,63.0,CFG,,278,95.0,284,95.0,71581
5954008,91,227.0,CFG,,419,131.0,417,131.0,71581
5954009,125,379.0,CFG,,105,55.0,101,55.0,71581
5954010,180,327.0,CFG,,287,96.0,285,96.0,71581
5954011,128,276.0,CFG,,478,145.0,477,145.0,71581
5954012,35,145.0,CFG,,446,137.0,443,137.0,71581
5954013,134,272.0,CFG,,80,48.0,79,48.0,71581
5954014,255,262.0,CFG,,290,96.0,289,96.0,71581
5954015,26,58.0,CFG,,132,59.0,130,59.0,71581
5954016,142,249.0,CFG,,282,95.0,280,95.0,71581
5954017,237,259.0,CFG,,141,62.0,139,62.0,71581
5954018,49,192.0,CFG,,441,136.0,440,136.0,71581
5954019,90,375.0,CFG,,425,132.0,421,132.0,71581
5954020,90,390.0,CFG,,427,132.0,421,132.0,71581
5954021,69,132.0,CFG,,115,56.0,111,56.0,71581
5954022,314,210.0,CFG,,298,98.0,299,98.0,71581
5954023,327,302.0,CFG,,286,96.0,287,96.0,71581
5954024,158,370.0,CFG,,424,132.0,422,132.0,71581
5954025,38,141.0,CFG,,85,49.0,83,49.0,71581
5954026,83,195.0,CFG,,433,134.0,432,134.0,71581
5954027,373,383.0,CFG,,407,130.0,406,130.0,71581
5954028,194,218.0,CFG,,437,135.0,436,135.0,71581
5954029,77,284.0,CFG,,445,137.0,444,137.0,71581
5954030,31,49.0,CFG,,440,136.0,438,136.0,71581
5954031,54,179.0,CFG,,474,144.0,470,144.0,71581
5954032,57,73.0,CFG,,453,139.0,451,139.0,71581
5954033,5,7.0,CFG,,457,140.0,455,140.0,71581
5954034,144,244.0,CFG,,165,65.0,163,65.0,71581
5954035,13,79.0,CFG,,127,58.0,125,58.0,71581
5954036,360,400.0,CFG,,155,63.0,154,63.0,71581
5954037,217,282.0,CFG,,169,65.0,170,65.0,71581
5954038,72,332.0,CFG,,176,66.0,174,66.0,71581
5954039,17,119.0,CFG,,167,65.0,159,65.0,71581
5954040,59,72.0,CFG,,174,66.0,172,66.0,71581
5954041,15,17.0,CFG,,159,65.0,157,65.0,71581
5954042,244,279.0,CFG,,164,65.0,165,65.0,71581
5954043,104,409.0,CFG,,173,66.0,175,66.0,71581
5954044,183,324.0,CFG,,268,89.0,266,89.0,71581
5954045,292,404.0,CFG,,181,68.0,179,68.0,71581
5954046,256,402.0,CFG,,184,69.0,182,69.0,71581
5954047,147,245.0,CFG,,196,70.0,194,70.0,71581
5954048,82,147.0,CFG,,194,70.0,192,70.0,71581
5954049,245,280.0,CFG,,195,70.0,196,70.0,71581
5954050,67,82.0,CFG,,192,70.0,190,70.0,71581
5954051,235,382.0,CFG,,238,84.0,236,84.0,71581
5954052,232,317.0,CFG,,252,86.0,253,86.0,71581
5954053,146,322.0,CFG,,256,86.0,254,86.0,71581
5954054,270,59.0,CFG,,172,66.0,178,67.0,71581
5954055,246,136.0,CFG,,251,86.0,255,86.0,71581
5954056,369,396.0,CFG,,189,70.0,187,70.0,71581
5954057,243,397.0,CFG,,191,70.0,193,70.0,71581
5954058,136,232.0,CFG,,253,86.0,251,86.0,71581
5954059,52,146.0,CFG,,254,86.0,250,86.0,71581
5954060,357,399.0,CFG,,198,70.0,197,70.0,71581
5954061,311,367.0,CFG,,216,75.0,215,75.0,71581
5954062,37,121.0,CFG,,208,73.0,204,73.0,71581
5954063,121,368.0,CFG,,210,73.0,208,73.0,71581
5954064,233,403.0,CFG,,202,72.0,200,72.0,71581
5954065,358,401.0,CFG,,234,82.0,233,82.0,71581
5954066,95,405.0,CFG,,207,73.0,205,73.0,71581
5954067,230,408.0,CFG,,220,76.0,218,76.0,71581
5954068,205,342.0,CFG,,214,74.0,212,74.0,71581
5954069,273,414.0,CFG,,232,80.0,230,80.0,71581
5954070,363,410.0,CFG,,225,78.0,224,78.0,71581
5954071,301,412.0,CFG,,229,79.0,227,79.0,71581
5954072,219,333.0,CFG,,226,78.0,222,78.0,71581
5954073,340,363.0,CFG,,224,78.0,223,78.0,71581
