Unnamed: 0,dgl_id,_label,name,code,lineNumber,columnNumber,lineNumberEnd,columnNumberEnd,controlStructureType,order,fullName,typeFullName,local_type,local_block,node_label,node_id,vuln,graph_id
5761846,252,CALL,<operator>.postIncrement,scene++,140,49.0,,,,3.0,,<empty>,,,CALL_140.0: scene++,460,0.0,71581
5761847,253,FIELD_IDENTIFIER,,density,108,25.0,,,,2.0,,,,,FIELD_IDENTIFIER_108.0: density,324,0.0,71581
5761848,254,IDENTIFIER,version,version,132,16.0,,,,1.0,,double,,,IDENTIFIER_132.0: version,423,0.0,71581
5761849,255,CALL,<operator>.addressOf,&pixels,96,21.0,,,,5.0,,<empty>,,,CALL_96.0: &pixels,289,0.0,71581
5761850,256,CALL,<operator>.assignment,byte=0,69,7.0,,,,4.0,,<empty>,,,CALL_69.0: byte=0,182,0.0,71581
5761851,257,IDENTIFIER,status,status,46,3.0,,,,1.0,,MagickBooleanType,,,IDENTIFIER_46.0: status,65,0.0,71581
5761852,258,IDENTIFIER,status,status,47,7.0,,,,1.0,,MagickBooleanType,,,IDENTIFIER_47.0: status,76,0.0,71581
5761853,259,IDENTIFIER,pixels,pixels,62,7.0,,,,2.0,,unsignedchar,,,IDENTIFIER_62.0: pixels,141,0.0,71581
5761854,260,IDENTIFIER,pixels,pixels,59,5.0,,,,1.0,,unsignedchar,,,IDENTIFIER_59.0: pixels,129,0.0,71581
5761855,261,IDENTIFIER,pixels,pixels,56,72.0,,,,1.0,,unsignedchar,,,IDENTIFIER_56.0: pixels,117,0.0,71581
5761856,262,IDENTIFIER,pixels,pixels,96,22.0,,,,1.0,,unsignedchar,,,IDENTIFIER_96.0: pixels,290,0.0,71581
5761857,263,IDENTIFIER,status,status,90,15.0,,,,1.0,,MagickBooleanType,,,IDENTIFIER_90.0: status,271,0.0,71581
5761858,264,CONTROL_STRUCTURE,,break;,143,7.0,,,BREAK,1.0,,,,,CONTROL_STRUCTURE_143.0: break;,469,0.0,71581
5761859,265,IDENTIFIER,status,status,88,11.0,,,,1.0,,MagickBooleanType,,,IDENTIFIER_88.0: status,259,0.0,71581
5761860,266,FIELD_IDENTIFIER,,adjoin,144,24.0,,,,2.0,,,,,FIELD_IDENTIFIER_144.0: adjoin,473,0.0,71581
5761861,267,UNKNOWN,,char *,108,37.0,,,,1.0,,<empty>,,,UNKNOWN_108.0: char *,326,0.0,71581
5761862,268,IDENTIFIER,status,status,140,5.0,,,,1.0,,MagickBooleanType,,,IDENTIFIER_140.0: status,456,0.0,71581
5761863,269,CONTROL_STRUCTURE,,break;,91,13.0,,,BREAK,1.0,,,,,CONTROL_STRUCTURE_91.0: break;,274,0.0,71581
5761864,270,CONTROL_STRUCTURE,,break;,67,9.0,,,BREAK,1.0,,,,,CONTROL_STRUCTURE_67.0: break;,178,0.0,71581
5761865,271,CONTROL_STRUCTURE,,break;,138,7.0,,,BREAK,1.0,,,,,CONTROL_STRUCTURE_138.0: break;,450,0.0,71581
5761866,272,IDENTIFIER,status,status,48,12.0,,,,1.0,,MagickBooleanType,,,IDENTIFIER_48.0: status,80,0.0,71581
5761867,273,CALL,<operator>.assignment,byte=0,80,13.0,,,,3.0,,<empty>,,,CALL_80.0: byte=0,230,0.0,71581
5761868,274,IDENTIFIER,status,status,142,9.0,,,,1.0,,MagickBooleanType,,,IDENTIFIER_142.0: status,466,0.0,71581
5761869,275,IDENTIFIER,image,image,65,26.0,,,,1.0,,Image,,,IDENTIFIER_65.0: image,160,0.0,71581
5761870,276,IDENTIFIER,image,image,145,20.0,,,,1.0,,Image,,,IDENTIFIER_145.0: image,478,0.0,71581
5761871,277,IDENTIFIER,scene,scene,50,3.0,,,,1.0,,MagickOffsetType,,,IDENTIFIER_50.0: scene,89,0.0,71581
5761872,278,IDENTIFIER,image,image,63,29.0,,,,1.0,,Image,,,IDENTIFIER_63.0: image,152,0.0,71581
5761873,279,IDENTIFIER,image,image,65,36.0,,,,1.0,,Image,,,IDENTIFIER_65.0: image,164,0.0,71581
5761874,280,IDENTIFIER,image,image,70,31.0,,,,1.0,,Image,,,IDENTIFIER_70.0: image,195,0.0,71581
5761875,281,IDENTIFIER,image,image,54,37.0,,,,1.0,,Image,,,IDENTIFIER_54.0: image,96,0.0,71581
5761876,282,IDENTIFIER,image,image,65,54.0,,,,1.0,,Image,,,IDENTIFIER_65.0: image,169,0.0,71581
5761877,283,IDENTIFIER,image,image,61,25.0,,,,1.0,,Image,,,IDENTIFIER_61.0: image,137,0.0,71581
5761878,284,IDENTIFIER,image,image,137,28.0,,,,1.0,,Image,,,IDENTIFIER_137.0: image,445,0.0,71581
5761879,285,IDENTIFIER,scene,scene,140,49.0,,,,1.0,,MagickOffsetType,,,IDENTIFIER_140.0: scene,461,0.0,71581
5761880,286,IDENTIFIER,image,image,140,29.0,,,,1.0,,Image,,,IDENTIFIER_140.0: image,458,0.0,71581
5761881,287,IDENTIFIER,image,image,139,31.0,,,,1.0,,Image,,,IDENTIFIER_139.0: image,454,0.0,71581
5761882,288,IDENTIFIER,image,image,46,30.0,,,,2.0,,Image,,,IDENTIFIER_46.0: image,68,0.0,71581
5761883,289,IDENTIFIER,image,image,139,5.0,,,,1.0,,Image,,,IDENTIFIER_139.0: image,452,0.0,71581
5761884,290,IDENTIFIER,image,image,45,61.0,,,,1.0,,Image,,,IDENTIFIER_45.0: image,62,0.0,71581
5761885,291,IDENTIFIER,image,image,46,57.0,,,,1.0,,Image,,,IDENTIFIER_46.0: image,72,0.0,71581
5761886,292,CALL,<operator>.assignment,bit=0,68,7.0,,,,3.0,,<empty>,,,CALL_68.0: bit=0,179,0.0,71581
5761887,293,IDENTIFIER,image,image,141,26.0,,,,1.0,,Image,,,IDENTIFIER_141.0: image,463,0.0,71581
5761888,294,CALL,<operator>.subtraction,8-bit,85,23.0,,,,2.0,,<empty>,,,CALL_85.0: 8-bit,246,0.0,71581
5761889,295,IDENTIFIER,image,image,42,10.0,,,,1.0,,Image,,,IDENTIFIER_42.0: image,38,0.0,71581
5761890,296,LITERAL,,100.0,124,36.0,,,,1.0,,double,,,LITERAL_124.0: 100.0,373,0.0,71581
5761891,297,IDENTIFIER,image,image,56,52.0,,,,1.0,,Image,,,IDENTIFIER_56.0: image,113,0.0,71581
5761892,298,LITERAL,,100.0,124,65.0,,,,2.0,,double,,,LITERAL_124.0: 100.0,377,0.0,71581
5761893,299,IDENTIFIER,flags,flags,116,13.0,,,,1.0,,MagickStatusType,,,IDENTIFIER_116.0: flags,332,0.0,71581
5761894,300,IDENTIFIER,image,image,95,45.0,,,,1.0,,Image,,,IDENTIFIER_95.0: image,281,0.0,71581
5761895,301,CALL,<operator>.assignment,bit=0,79,13.0,,,,2.0,,<empty>,,,CALL_79.0: bit=0,227,0.0,71581
5761896,302,IDENTIFIER,image,image,96,7.0,,,,1.0,,Image,,,IDENTIFIER_96.0: image,286,0.0,71581
5761897,303,IDENTIFIER,image,image,88,35.0,,,,1.0,,Image,,,IDENTIFIER_88.0: image,261,0.0,71581
5761898,304,IDENTIFIER,flags,flags,119,18.0,,,,1.0,,MagickStatusType,,,IDENTIFIER_119.0: flags,352,0.0,71581
5761899,305,FIELD_IDENTIFIER,,units,122,20.0,,,,2.0,,,,,FIELD_IDENTIFIER_122.0: units,363,0.0,71581
5761900,306,IDENTIFIER,image,image,122,13.0,,,,1.0,,Image,,,IDENTIFIER_122.0: image,362,0.0,71581
5761901,307,LITERAL,,100.0,125,36.0,,,,1.0,,double,,,LITERAL_125.0: 100.0,385,0.0,71581
5761902,308,IDENTIFIER,image,image,43,10.0,,,,1.0,,Image,,,IDENTIFIER_43.0: image,45,0.0,71581
5761903,309,LITERAL,,100.0,125,65.0,,,,2.0,,double,,,LITERAL_125.0: 100.0,389,0.0,71581
5761904,310,IDENTIFIER,image,image,44,7.0,,,,1.0,,Image,,,IDENTIFIER_44.0: image,51,0.0,71581
5761905,311,CALL,<operator>.postIncrement,bit++,75,9.0,,,,3.0,,<empty>,,,CALL_75.0: bit++,215,0.0,71581
5761906,312,IDENTIFIER,image,image,97,18.0,,,,7.0,,Image,,,IDENTIFIER_97.0: image,294,0.0,71581
5761907,313,FIELD_IDENTIFIER,,debug,44,14.0,,,,2.0,,,,,FIELD_IDENTIFIER_44.0: debug,52,0.0,71581
5761908,314,FIELD_IDENTIFIER,,scene,98,21.0,,,,2.0,,,,,FIELD_IDENTIFIER_98.0: scene,299,0.0,71581
5761909,315,FIELD_IDENTIFIER,,sigma,118,40.0,,,,2.0,,,,,FIELD_IDENTIFIER_118.0: sigma,348,0.0,71581
5761910,316,IDENTIFIER,image,image,73,26.0,,,,1.0,,Image,,,IDENTIFIER_73.0: image,206,0.0,71581
5761911,317,IDENTIFIER,image,image,86,11.0,,,,1.0,,Image,,,IDENTIFIER_86.0: image,252,0.0,71581
5761912,318,FIELD_IDENTIFIER,,scene,99,51.0,,,,2.0,,,,,FIELD_IDENTIFIER_99.0: scene,309,0.0,71581
5761913,319,IDENTIFIER,image,image,55,21.0,,,,1.0,,Image,,,IDENTIFIER_55.0: image,103,0.0,71581
5761914,320,IDENTIFIER,image,image,89,13.0,,,,1.0,,Image,,,IDENTIFIER_89.0: image,267,0.0,71581
5761915,321,FIELD_IDENTIFIER,,rows,56,59.0,,,,2.0,,,,,FIELD_IDENTIFIER_56.0: rows,114,0.0,71581
5761916,322,IDENTIFIER,,,86,40.0,,,,2.0,,ANY,,,IDENTIFIER_86.0: NULL,256,0.0,71581
5761917,323,LITERAL,,"""%s""",45,56.0,,,,3.0,,char,,,"LITERAL_45.0: ""%s""",60,0.0,71581
5761918,324,FIELD_IDENTIFIER,,rows,89,20.0,,,,2.0,,,,,FIELD_IDENTIFIER_89.0: rows,268,0.0,71581
5761919,325,UNKNOWN,,void,54,6.0,,,,1.0,,<empty>,,,UNKNOWN_54.0: void,94,0.0,71581
5761920,326,IDENTIFIER,,,108,45.0,,,,2.0,,ANY,,,IDENTIFIER_108.0: NULL,327,0.0,71581
5761921,327,FIELD_IDENTIFIER,,rows,96,14.0,,,,2.0,,,,,FIELD_IDENTIFIER_96.0: rows,287,0.0,71581
5761922,328,IDENTIFIER,,,49,48.0,,,,2.0,,ANY,,,IDENTIFIER_49.0: NULL,87,0.0,71581
5761923,329,UNKNOWN,,void,145,4.0,,,,1.0,,<empty>,,,UNKNOWN_145.0: void,476,0.0,71581
5761924,330,FIELD_IDENTIFIER,,rows,63,36.0,,,,2.0,,,,,FIELD_IDENTIFIER_63.0: rows,153,0.0,71581
5761925,331,CALL,<operator>.indirection,*q++,85,9.0,,,,1.0,,<empty>,,,CALL_85.0: *q++,241,0.0,71581
5761926,332,IDENTIFIER,,,66,38.0,,,,2.0,,ANY,,,IDENTIFIER_66.0: NULL,176,0.0,71581
5761927,333,IDENTIFIER,byte,byte,78,18.0,,,,2.0,,unsigned char,,,IDENTIFIER_78.0: byte,226,0.0,71581
5761928,334,UNKNOWN,,void,45,6.0,,,,1.0,,<empty>,,,UNKNOWN_45.0: void,56,0.0,71581
5761929,335,UNKNOWN,,void,61,6.0,,,,1.0,,<empty>,,,UNKNOWN_61.0: void,135,0.0,71581
5761930,336,UNKNOWN,,void,130,6.0,,,,1.0,,<empty>,,,UNKNOWN_130.0: void,402,0.0,71581
5761931,337,IDENTIFIER,byte,byte,74,11.0,,,,1.0,,unsigned char,,,IDENTIFIER_74.0: byte,213,0.0,71581
5761932,338,UNKNOWN,,void,127,10.0,,,,1.0,,<empty>,,,UNKNOWN_127.0: void,391,0.0,71581
5761933,339,LITERAL,,2.54,125,42.0,,,,2.0,,double,,,LITERAL_125.0: 2.54,386,0.0,71581
5761934,340,CALL,<operator>.indirection,*q++,78,13.0,,,,1.0,,<empty>,,,CALL_78.0: *q++,223,0.0,71581
5761935,341,IDENTIFIER,,,57,38.0,,,,2.0,,ANY,,,IDENTIFIER_57.0: NULL,123,0.0,71581
5761936,342,LITERAL,,0x01,74,17.0,,,,2.0,,int,,,LITERAL_74.0: 0x01,214,0.0,71581
5761937,343,IDENTIFIER,,,42,29.0,,,,2.0,,ANY,,,IDENTIFIER_42.0: NULL,41,0.0,71581
5761938,344,IDENTIFIER,byte,byte,69,7.0,,,,1.0,,unsigned char,,,IDENTIFIER_69.0: byte,183,0.0,71581
5761939,345,LITERAL,,2.54,124,42.0,,,,2.0,,double,,,LITERAL_124.0: 2.54,374,0.0,71581
5761940,346,IDENTIFIER,byte,byte,80,13.0,,,,1.0,,unsigned char,,,IDENTIFIER_80.0: byte,231,0.0,71581
5761941,347,IDENTIFIER,,,137,48.0,,,,2.0,,ANY,,,IDENTIFIER_137.0: NULL,448,0.0,71581
5761942,348,IDENTIFIER,byte,byte,72,9.0,,,,1.0,,unsigned char,,,IDENTIFIER_72.0: byte,201,0.0,71581
5761943,349,IDENTIFIER,,,40,44.0,,,,2.0,,ANY,,,IDENTIFIER_40.0: NULL,29,0.0,71581
5761944,350,IDENTIFIER,byte,byte,85,14.0,,,,1.0,,unsigned char,,,IDENTIFIER_85.0: byte,245,0.0,71581
5761945,351,UNKNOWN,,int,99,34.0,,,,1.0,,<empty>,,,UNKNOWN_99.0: int,306,0.0,71581
5761946,352,LITERAL,,0.5,124,60.0,,,,2.0,,double,,,LITERAL_124.0: 0.5,376,0.0,71581
5761947,353,IDENTIFIER,bit,bit,85,25.0,,,,2.0,,unsigned char,,,IDENTIFIER_85.0: bit,248,0.0,71581
5761948,354,CALL,<operator>.assignment,y=0,63,10.0,,,,1.0,,<empty>,,,CALL_63.0: y=0,144,0.0,71581
5761949,355,CALL,<operator>.postIncrement,q++,85,10.0,,,,1.0,,<empty>,,,CALL_85.0: q++,242,0.0,71581
5761950,356,IDENTIFIER,bit,bit,84,11.0,,,,1.0,,unsigned char,,,IDENTIFIER_84.0: bit,237,0.0,71581
5761951,357,CALL,<operator>.postIncrement,x++,70,47.0,,,,3.0,,<empty>,,,CALL_70.0: x++,197,0.0,71581
5761952,358,CALL,<operator>.postIncrement,p++,82,9.0,,,,5.0,,<empty>,,,CALL_82.0: p++,233,0.0,71581
5761953,359,METHOD_RETURN,,RET,-1,,,,,2.0,,ANY,,,METHOD_RETURN_: RET,483,0.0,71581
5761954,360,CALL,<operator>.postIncrement,y++,63,42.0,,,,3.0,,<empty>,,,CALL_63.0: y++,154,0.0,71581
5761955,361,IDENTIFIER,bit,bit,79,13.0,,,,1.0,,unsigned char,,,IDENTIFIER_79.0: bit,228,0.0,71581
5761956,362,FIELD_IDENTIFIER,,rho,117,40.0,,,,2.0,,,,,FIELD_IDENTIFIER_117.0: rho,343,0.0,71581
5761957,363,CALL,<operator>.postIncrement,q++,78,14.0,,,,1.0,,<empty>,,,CALL_78.0: q++,224,0.0,71581
5761958,364,LITERAL,,0.5,125,60.0,,,,2.0,,double,,,LITERAL_125.0: 0.5,388,0.0,71581
5761959,365,IDENTIFIER,bit,bit,68,7.0,,,,1.0,,unsigned char,,,IDENTIFIER_68.0: bit,180,0.0,71581
5761960,366,IDENTIFIER,bit,bit,76,13.0,,,,1.0,,unsigned char,,,IDENTIFIER_76.0: bit,219,0.0,71581
5761961,367,IDENTIFIER,bit,bit,75,9.0,,,,1.0,,unsigned char,,,IDENTIFIER_75.0: bit,216,0.0,71581
5761962,368,LITERAL,,2.0,73,51.0,,,,2.0,,double,,,LITERAL_73.0: 2.0,210,0.0,71581
5761963,369,CALL,<operator>.assignment,x=0,70,12.0,,,,1.0,,<empty>,,,CALL_70.0: x=0,187,0.0,71581
5761964,370,LITERAL,,1.6,132,26.0,,,,2.0,,double,,,LITERAL_132.0: 1.6,424,0.0,71581
5761965,371,LITERAL,,480,107,22.0,,,,2.0,,int,,,LITERAL_107.0: 480,319,0.0,71581
5761966,372,LITERAL,,640,106,22.0,,,,2.0,,int,,,LITERAL_106.0: 640,316,0.0,71581
5761967,373,CALL,<operator>.minus,-1,130,38.0,,,,2.0,,<empty>,,,CALL_130.0: -1,406,0.0,71581
5761968,374,CALL,<operator>.minus,-1,130,41.0,,,,3.0,,<empty>,,,CALL_130.0: -1,408,0.0,71581
5761969,375,CALL,<operator>.minus,-1,132,32.0,,,,2.0,,<empty>,,,CALL_132.0: -1,425,0.0,71581
5761970,376,CALL,<operator>.minus,-1,132,39.0,,,,5.0,,<empty>,,,CALL_132.0: -1,428,0.0,71581
5761971,377,CALL,<operator>.minus,-1,132,42.0,,,,6.0,,<empty>,,,CALL_132.0: -1,430,0.0,71581
5761972,378,IDENTIFIER,y,y,88,73.0,,,,2.0,,ssize_t,,,IDENTIFIER_88.0: y,265,0.0,71581
5761973,379,LITERAL,,7,55,36.0,,,,2.0,,int,,,LITERAL_55.0: 7,105,0.0,71581
5761974,380,LITERAL,,8,55,39.0,,,,2.0,,int,,,LITERAL_55.0: 8,106,0.0,71581
5761975,381,LITERAL,,1,96,19.0,,,,4.0,,int,,,LITERAL_96.0: 1,288,0.0,71581
5761976,382,LITERAL,,0,84,18.0,,,,2.0,,int,,,LITERAL_84.0: 0,238,0.0,71581
5761977,383,LITERAL,,1,130,39.0,,,,1.0,,int,,,LITERAL_130.0: 1,407,0.0,71581
5761978,384,LITERAL,,1,132,43.0,,,,1.0,,int,,,LITERAL_132.0: 1,431,0.0,71581
5761979,385,LITERAL,,8,85,23.0,,,,1.0,,int,,,LITERAL_85.0: 8,247,0.0,71581
5761980,386,IDENTIFIER,q,q,85,10.0,,,,1.0,,registerunsignedchar,,,IDENTIFIER_85.0: q,243,0.0,71581
5761981,387,LITERAL,,0,50,9.0,,,,2.0,,int,,,LITERAL_50.0: 0,90,0.0,71581
5761982,388,LITERAL,,1,130,42.0,,,,1.0,,int,,,LITERAL_130.0: 1,409,0.0,71581
5761983,389,LITERAL,,1,132,33.0,,,,1.0,,int,,,LITERAL_132.0: 1,426,0.0,71581
5761984,390,LITERAL,,0,132,37.0,,,,3.0,,int,,,LITERAL_132.0: 0,427,0.0,71581
5761985,391,LITERAL,,1,132,40.0,,,,1.0,,int,,,LITERAL_132.0: 1,429,0.0,71581
5761986,392,LITERAL,,0,98,30.0,,,,2.0,,int,,,LITERAL_98.0: 0,300,0.0,71581
5761987,393,LITERAL,,0,65,32.0,,,,2.0,,int,,,LITERAL_65.0: 0,161,0.0,71581
5761988,394,IDENTIFIER,y,y,65,34.0,,,,3.0,,ssize_t,,,IDENTIFIER_65.0: y,162,0.0,71581
5761989,395,LITERAL,,0,63,12.0,,,,2.0,,int,,,LITERAL_63.0: 0,146,0.0,71581
5761990,396,LITERAL,,0,70,14.0,,,,2.0,,int,,,LITERAL_70.0: 0,189,0.0,71581
5761991,397,IDENTIFIER,x,x,70,17.0,,,,1.0,,ssize_t,,,IDENTIFIER_70.0: x,191,0.0,71581
5761992,398,LITERAL,,0,119,41.0,,,,2.0,,int,,,LITERAL_119.0: 0,354,0.0,71581
5761993,399,IDENTIFIER,x,x,70,47.0,,,,1.0,,ssize_t,,,IDENTIFIER_70.0: x,198,0.0,71581
5761994,400,IDENTIFIER,y,y,63,42.0,,,,1.0,,ssize_t,,,IDENTIFIER_63.0: y,155,0.0,71581
5761995,401,IDENTIFIER,p,p,82,9.0,,,,1.0,,PixelPacket,,,IDENTIFIER_82.0: p,234,0.0,71581
5761996,402,LITERAL,,0,69,12.0,,,,2.0,,int,,,LITERAL_69.0: 0,184,0.0,71581
5761997,403,LITERAL,,1,72,16.0,,,,2.0,,int,,,LITERAL_72.0: 1,202,0.0,71581
5761998,404,LITERAL,,0,68,11.0,,,,2.0,,int,,,LITERAL_68.0: 0,181,0.0,71581
5761999,405,IDENTIFIER,p,p,73,32.0,,,,2.0,,PixelPacket,,,IDENTIFIER_73.0: p,207,0.0,71581
5762000,406,IDENTIFIER,y,y,63,15.0,,,,1.0,,ssize_t,,,IDENTIFIER_63.0: y,148,0.0,71581
5762001,407,IDENTIFIER,x,x,70,12.0,,,,1.0,,ssize_t,,,IDENTIFIER_70.0: x,188,0.0,71581
5762002,408,LITERAL,,8,76,20.0,,,,2.0,,int,,,LITERAL_76.0: 8,220,0.0,71581
5762003,409,IDENTIFIER,p,p,66,11.0,,,,1.0,,PixelPacket,,,IDENTIFIER_66.0: p,173,0.0,71581
5762004,410,IDENTIFIER,q,q,78,14.0,,,,1.0,,registerunsignedchar,,,IDENTIFIER_78.0: q,225,0.0,71581
5762005,411,IDENTIFIER,y,y,63,10.0,,,,1.0,,ssize_t,,,IDENTIFIER_63.0: y,145,0.0,71581
5762006,412,LITERAL,,0,79,17.0,,,,2.0,,int,,,LITERAL_79.0: 0,229,0.0,71581
5762007,413,LITERAL,,1,65,51.0,,,,5.0,,int,,,LITERAL_65.0: 1,166,0.0,71581
5762008,414,LITERAL,,0,80,18.0,,,,2.0,,int,,,LITERAL_80.0: 0,232,0.0,71581
5762009,415,IDENTIFIER,q,q,62,5.0,,,,1.0,,registerunsignedchar,,,IDENTIFIER_62.0: q,140,0.0,71581
5762010,416,IDENTIFIER,p,p,65,7.0,,,,1.0,,PixelPacket,,,IDENTIFIER_65.0: p,158,0.0,71581
5815544,0,CALL,DrawPathLineToAbsolute,"DrawPathLineToAbsolute(WmfDrawingWand,
                                 XC(polyline->pt[point].x),
                                 YC(polyline->pt[point].y))",22,11.0,,,,1.0,,<empty>,,,"CALL_22.0: DrawPathLineToAbsolute(WmfDrawingWand,
                                 XC(polyline->pt[point].x),
                                 YC(polyline->pt[point].y))",66,0.0,71833
5815545,1,CALL,DrawPathMoveToAbsolute,"DrawPathMoveToAbsolute(WmfDrawingWand,
                             XC(polyline->pt[0].x),
                             YC(polyline->pt[0].y))",17,7.0,,,,5.0,,<empty>,,,"CALL_17.0: DrawPathMoveToAbsolute(WmfDrawingWand,
                             XC(polyline->pt[0].x),
                             YC(polyline->pt[0].y))",35,0.0,71833
5815546,2,METHOD,ipa_poly_line,"void ipa_poly_line (wmfAPI * API,wmfPolyLine_t * polyline)",1,1.0,31.0,1.0,,1.0,ipa_poly_line,,,,"METHOD_1.0: void ipa_poly_line (wmfAPI * API,wmfPolyLine_t * polyline)",7,0.0,71833
5815547,3,CALL,<operator>.cast,(void) PushDrawingWand(WmfDrawingWand),12,7.0,,,,2.0,,<empty>,,,CALL_12.0: (void) PushDrawingWand(WmfDrawingWand),24,0.0,71833
5815548,4,CALL,<operator>.cast,(void) PopDrawingWand(WmfDrawingWand),29,7.0,,,,8.0,,<empty>,,,CALL_29.0: (void) PopDrawingWand(WmfDrawingWand),86,0.0,71833
5815549,5,CALL,util_set_pen,"util_set_pen(API, polyline->dc)",14,7.0,,,,3.0,,<empty>,,,"CALL_14.0: util_set_pen(API, polyline->dc)",28,0.0,71833
5815550,6,CALL,PushDrawingWand,PushDrawingWand(WmfDrawingWand),12,14.0,,,,2.0,,<empty>,,,CALL_12.0: PushDrawingWand(WmfDrawingWand),26,0.0,71833
5815551,7,CALL,PopDrawingWand,PopDrawingWand(WmfDrawingWand),29,14.0,,,,2.0,,<empty>,,,CALL_29.0: PopDrawingWand(WmfDrawingWand),88,0.0,71833
5815552,8,CALL,DrawPathFinish,DrawPathFinish(WmfDrawingWand),26,7.0,,,,7.0,,<empty>,,,CALL_26.0: DrawPathFinish(WmfDrawingWand),84,0.0,71833
5815553,9,CALL,DrawPathStart,DrawPathStart(WmfDrawingWand),16,7.0,,,,4.0,,<empty>,,,CALL_16.0: DrawPathStart(WmfDrawingWand),33,0.0,71833
5815554,10,CALL,YC,YC(polyline->pt[point].y),24,34.0,,,,3.0,,<empty>,,,CALL_24.0: YC(polyline->pt[point].y),76,0.0,71833
5815555,11,CALL,XC,XC(polyline->pt[point].x),23,34.0,,,,2.0,,<empty>,,,CALL_23.0: XC(polyline->pt[point].x),68,0.0,71833
5815556,12,CALL,<operator>.lessThan,point < polyline->count,20,23.0,,,,2.0,,<empty>,,,CALL_20.0: point < polyline->count,58,0.0,71833
5815557,13,CALL,XC,XC(polyline->pt[0].x),18,30.0,,,,2.0,,<empty>,,,CALL_18.0: XC(polyline->pt[0].x),37,0.0,71833
5815558,14,CALL,YC,YC(polyline->pt[0].y),19,30.0,,,,3.0,,<empty>,,,CALL_19.0: YC(polyline->pt[0].y),45,0.0,71833
5815559,15,CALL,<operator>.fieldAccess,polyline->pt[point].x,23,37.0,,,,1.0,,<empty>,,,CALL_23.0: polyline->pt[point].x,69,0.0,71833
5815560,16,CALL,<operator>.fieldAccess,polyline->pt[point].y,24,37.0,,,,1.0,,<empty>,,,CALL_24.0: polyline->pt[point].y,77,0.0,71833
5815561,17,CALL,<operator>.lessEqualsThan,polyline->count <= 2,3,7.0,,,,1.0,,<empty>,,,CALL_3.0: polyline->count <= 2,12,0.0,71833
5815562,18,CALL,<operator>.indirectIndexAccess,polyline->pt[point],24,37.0,,,,1.0,,<empty>,,,CALL_24.0: polyline->pt[point],78,0.0,71833
5815563,19,CALL,<operator>.indirectIndexAccess,polyline->pt[point],23,37.0,,,,1.0,,<empty>,,,CALL_23.0: polyline->pt[point],70,0.0,71833
5815564,20,CALL,<operator>.fieldAccess,polyline->pt[0].y,19,33.0,,,,1.0,,<empty>,,,CALL_19.0: polyline->pt[0].y,46,0.0,71833
5815565,21,CALL,TO_DRAW,TO_DRAW(polyline),6,7.0,,,,1.0,,<empty>,,,CALL_6.0: TO_DRAW(polyline),20,0.0,71833
5815566,22,CALL,<operator>.fieldAccess,polyline->pt[0].x,18,33.0,,,,1.0,,<empty>,,,CALL_18.0: polyline->pt[0].x,38,0.0,71833
5815567,23,CALL,<operator>.indirectIndexAccess,polyline->pt[0],19,33.0,,,,1.0,,<empty>,,,CALL_19.0: polyline->pt[0],47,0.0,71833
5815568,24,CALL,<operator>.indirectIndexAccess,polyline->pt[0],18,33.0,,,,1.0,,<empty>,,,CALL_18.0: polyline->pt[0],39,0.0,71833
5815569,25,CALL,<operator>.indirectFieldAccess,polyline->count,20,31.0,,,,2.0,,<empty>,,,CALL_20.0: polyline->count,60,0.0,71833
5815570,26,CALL,<operator>.indirectFieldAccess,polyline->count,3,7.0,,,,1.0,,<empty>,,,CALL_3.0: polyline->count,13,0.0,71833
5815571,27,IDENTIFIER,WmfDrawingWand,WmfDrawingWand,26,22.0,,,,1.0,,ANY,,,IDENTIFIER_26.0: WmfDrawingWand,85,0.0,71833
5815572,28,IDENTIFIER,WmfDrawingWand,WmfDrawingWand,22,34.0,,,,1.0,,ANY,,,IDENTIFIER_22.0: WmfDrawingWand,67,0.0,71833
5815573,29,IDENTIFIER,WmfDrawingWand,WmfDrawingWand,29,29.0,,,,1.0,,ANY,,,IDENTIFIER_29.0: WmfDrawingWand,89,0.0,71833
5815574,30,IDENTIFIER,WmfDrawingWand,WmfDrawingWand,12,30.0,,,,1.0,,ANY,,,IDENTIFIER_12.0: WmfDrawingWand,27,0.0,71833
5815575,31,IDENTIFIER,WmfDrawingWand,WmfDrawingWand,17,30.0,,,,1.0,,ANY,,,IDENTIFIER_17.0: WmfDrawingWand,36,0.0,71833
5815576,32,IDENTIFIER,WmfDrawingWand,WmfDrawingWand,16,21.0,,,,1.0,,ANY,,,IDENTIFIER_16.0: WmfDrawingWand,34,0.0,71833
5815577,33,CALL,<operator>.indirectFieldAccess,polyline->pt,23,37.0,,,,1.0,,<empty>,,,CALL_23.0: polyline->pt,71,0.0,71833
5815578,34,CALL,<operator>.indirectFieldAccess,polyline->dc,14,25.0,,,,2.0,,<empty>,,,CALL_14.0: polyline->dc,30,0.0,71833
5815579,35,CALL,<operator>.indirectFieldAccess,polyline->pt,24,37.0,,,,1.0,,<empty>,,,CALL_24.0: polyline->pt,79,0.0,71833
5815580,36,CALL,<operator>.indirectFieldAccess,polyline->pt,19,33.0,,,,1.0,,<empty>,,,CALL_19.0: polyline->pt,48,0.0,71833
